lap,pos_z,pos_x,pos_y,lapTimeMs,brake,lapInvalidated,gear,accg_z,gas,speedKmh,accg_y,accg_x,trackPosition
3,433.09442138671875,-171.3411407470703,10.011844635009766,6,0.0,0,5,0.323495477437973,1.0,112.13518524169922,0.3149186670780182,0.008671045303344727,0.0007066494436003268
3,435.75286865234375,-169.5725860595703,10.080193519592285,108,0.0,0,5,0.3092789053916931,1.0,113.22908020019531,0.7729008197784424,-0.11939099431037903,0.0016657490050420165
3,438.5200500488281,-167.7432098388672,10.19273567199707,213,0.0,0,5,0.14280541241168976,1.0,114.17770385742188,-0.4401162564754486,-0.08972693979740143,0.0026626994367688894
3,441.322509765625,-165.90451049804688,10.281394958496094,318,0.0,0,5,0.31075263023376465,1.0,115.61641693115234,0.045930325984954834,-0.10899104177951813,0.0036687308456748724
3,444.166259765625,-164.05972290039062,10.369282722473145,423,0.0,0,5,0.3977138102054596,1.0,116.8261489868164,-0.09886975586414337,-0.19006198644638062,0.004685662221163511
3,447.0533447265625,-162.2155303955078,10.453278541564941,528,0.0,0,5,0.31367793679237366,1.0,118.02761840820312,0.24068480730056763,-0.285531222820282,0.005715665873140097
3,449.89996337890625,-160.4307403564453,10.544873237609863,630,0.0,0,5,0.32132676243782043,1.0,119.11762237548828,-0.10421588271856308,-0.29915034770965576,0.0067245690152049065
3,452.8763732910156,-158.602783203125,10.632509231567383,735,0.0,0,5,0.3224112093448639,1.0,120.35231018066406,0.058128707110881805,-0.4110488295555115,0.007773601915687323
3,455.9012145996094,-156.7909393310547,10.715461730957031,840,0.0,0,5,0.4876639246940613,1.0,121.42433166503906,-0.14994823932647705,-0.34118518233299255,0.00883455853909254
3,458.97711181640625,-154.99244689941406,10.783275604248047,945,0.0,0,5,0.31788766384124756,1.0,122.7403793334961,0.18213650584220886,-0.3611403703689575,0.009905575774610043
3,462.6407165527344,-152.9020538330078,10.87218952178955,1068,0.0,0,5,0.2833540141582489,1.0,124.12596130371094,-0.11805371940135956,-0.1187199056148529,0.011197695508599281
3,465.7173156738281,-151.16302490234375,10.945879936218262,1170,0.0,0,5,0.3242056965827942,1.0,125.30484008789062,0.11612239480018616,-0.05283016711473465,0.012167703360319138
3,468.82525634765625,-149.41246032714844,11.027120590209961,1272,0.0,0,5,0.29608210921287537,1.0,126.43258666992188,-0.00557648204267025,-0.0451568141579628,0.013303733430802822
3,471.9632873535156,-147.65118408203125,11.111414909362793,1374,0.0,0,5,0.3228987455368042,1.0,127.58246612548828,0.0345924086868763,-0.06883592158555984,0.014387569390237331
3,475.1332092285156,-145.87962341308594,11.192683219909668,1476,0.0,0,5,0.2790070176124573,1.0,128.72084045410156,-0.03475605696439743,-0.07258598506450653,0.015477399341762066
3,478.3352355957031,-144.09933471679688,11.270607948303223,1578,0.0,0,5,0.3190154433250427,1.0,129.8431396484375,-0.006004445254802704,-0.09126268327236176,0.016579391434788704
3,481.66558837890625,-142.25833129882812,11.34443187713623,1683,0.0,0,5,0.26531293988227844,1.0,131.02825927734375,-0.09206371754407883,-0.08562473207712173,0.017720744013786316
3,485.0306091308594,-140.4096221923828,11.418493270874023,1788,0.0,0,5,0.23851338028907776,1.0,132.196533203125,0.009391289204359055,-0.09955070912837982,0.018876610323786736
3,488.42938232421875,-138.55210876464844,11.493646621704102,1893,0.0,0,5,0.30989739298820496,1.0,133.3601531982422,0.08511919528245926,-0.05619591474533081,0.02004125341773033
3,491.7602844238281,-136.73707580566406,11.564106941223145,1995,0.0,0,5,0.33761006593704224,1.0,134.37301635742188,-0.25524356961250305,-0.0310843363404274,0.021180199459195137
3,495.2196960449219,-134.85256958007812,11.621663093566895,2100,0.0,0,5,0.3480168879032135,1.0,135.6263427734375,0.21328410506248474,0.022603467106819153,0.02236444316804409
3,498.607666015625,-133.00558471679688,11.681525230407715,2202,0.0,0,5,0.33115559816360474,1.0,136.71041870117188,-0.006136026233434677,-0.004576191306114197,0.023522332310676575
3,502.1234130859375,-131.08860778808594,11.743232727050781,2307,0.0,0,5,0.31033363938331604,1.0,137.81405639648438,-0.08080753684043884,-0.012818343937397003,0.024727582931518555
3,505.5654296875,-129.21160888671875,11.804496765136719,2409,0.0,0,5,0.265440970659256,1.0,138.87107849121094,-0.034453436732292175,-0.0009323805570602417,0.025905737653374672
3,509.033447265625,-127.3204116821289,11.864907264709473,2511,0.0,0,5,0.2649855613708496,1.0,139.91049194335938,-0.022112073376774788,0.010992012917995453,0.027094189077615738
3,512.6295776367188,-125.35847473144531,11.928886413574219,2616,0.0,0,5,0.29889655113220215,1.0,140.9481658935547,-0.033855848014354706,-0.02119586616754532,0.028323234990239143
3,516.1480102539062,-123.43782806396484,11.990459442138672,2718,0.0,0,5,0.3400026261806488,1.0,141.9449005126953,0.09678294509649277,0.004747629165649414,0.029527932405471802
3,519.6911010742188,-121.50411987304688,12.052623748779297,2820,0.0,0,5,0.2381160855293274,1.0,142.90997314453125,-0.06665372103452682,-0.06518891453742981,0.030742380768060684
3,523.3670654296875,-119.5070571899414,12.116964340209961,2925,0.0,0,5,0.26917266845703125,1.0,143.895751953125,-0.026036642491817474,-0.19247621297836304,0.032001689076423645
3,526.9705200195312,-117.57072448730469,12.181249618530273,3027,0.0,0,5,0.32644903659820557,1.0,144.8153076171875,0.05602525547146797,-0.26714637875556946,0.033236194401979446
3,530.717041015625,-115.58898162841797,12.245737075805664,3132,0.0,0,5,0.2049943059682846,1.0,145.74122619628906,-0.11442223936319351,-0.3050081729888916,0.03450854495167732
3,534.394775390625,-113.68208312988281,12.310208320617676,3234,0.0,0,5,0.26713353395462036,1.0,146.63575744628906,0.04418530315160751,-0.36298078298568726,0.035755034536123276
3,538.1105346679688,-111.79523468017578,12.3732271194458,3336,0.0,0,5,0.2908793091773987,1.0,147.50352478027344,-0.0070289322175085545,-0.333191454410553,0.03700946643948555
3,541.9741821289062,-109.87285614013672,12.438766479492188,3441,0.0,0,5,0.2156514972448349,1.0,148.3653106689453,-0.1956893354654312,-0.2167508602142334,0.03830675035715103
3,545.76123046875,-108.0190658569336,12.502175331115723,3543,0.0,0,5,0.22214189171791077,1.0,149.2135772705078,-0.14542609453201294,-0.14690688252449036,0.03957128897309303
3,549.5782470703125,-106.17253112792969,12.566824913024902,3645,0.0,0,5,0.20924173295497894,1.0,150.04306030273438,0.06752584874629974,-0.08360224962234497,0.040844932198524475
3,553.5324096679688,-104.26792907714844,12.636561393737793,3750,0.0,0,5,0.20952574908733368,1.0,150.87001037597656,-0.05473504588007927,0.12324665486812592,0.042162712663412094
3,557.5010375976562,-102.34398651123047,12.705982208251953,3855,0.0,0,6,0.6071740984916687,1.0,151.47891235351562,0.006978844292461872,0.18502366542816162,0.0434877835214138
3,561.3507080078125,-100.4429931640625,12.77524185180664,3957,0.0,0,6,0.1363343894481659,1.0,151.38363647460938,0.04943066090345383,0.5519664287567139,0.044777486473321915
3,565.174072265625,-98.4835205078125,12.84645938873291,4059,0.0,0,6,0.17886748909950256,0.9491999745368958,151.8881072998047,0.011183732189238071,0.9715430736541748,0.04606950655579567
3,568.9638061523438,-96.4336166381836,12.916352272033691,4161,0.0,0,6,0.10783436894416809,0.7538999915122986,152.23721313476562,-0.015132278203964233,1.1096652746200562,0.04736541956663132
3,572.8121337890625,-94.21137237548828,12.989056587219238,4266,0.0,0,6,0.11738884449005127,0.7890499830245972,152.50770568847656,0.00038187019526958466,1.2192306518554688,0.04870062321424484
3,576.5999145507812,-91.8722152709961,13.0597562789917,4371,0.0,0,6,0.13294565677642822,0.84375,152.75621032714844,-0.30217453837394714,0.9845218658447266,0.05003838613629341
3,580.231689453125,-89.50714874267578,13.101283073425293,4473,0.0,0,6,0.1675160527229309,0.84375,153.2267303466797,-0.08873334527015686,1.2828744649887085,0.05134128779172897
3,583.8063354492188,-87.03599548339844,13.129724502563477,4575,0.0,0,6,0.14082449674606323,0.84375,153.52700805664062,0.13658687472343445,1.3943116664886475,0.05264180526137352
3,587.3110961914062,-84.45161437988281,13.165823936462402,4677,0.0,0,6,0.15499746799468994,0.84375,153.87979125976562,-0.027827398851513863,1.0384082794189453,0.05394643172621727
3,590.8560791015625,-81.68832397460938,13.200536727905273,4782,0.0,0,6,0.164389967918396,0.8672000169754028,154.31497192382812,0.014563948847353458,1.0471290349960327,0.05529540777206421
3,594.2439575195312,-78.91282653808594,13.234241485595703,4884,0.0,0,6,0.15597501397132874,0.8672000169754028,154.8195037841797,-0.020860163494944572,0.877099335193634,0.056617118418216705
3,597.5849609375,-76.05880737304688,13.267109870910645,4986,0.0,0,6,0.09359511733055115,0.8554500341415405,155.3108367919922,-0.10372339189052582,0.8352545499801636,0.0579519048333168
3,600.9671020507812,-73.03596496582031,13.299734115600586,5091,0.0,0,6,0.060885995626449585,0.8007999658584595,155.68817138671875,-0.03549572825431824,1.0514863729476929,0.05934423208236694
3,604.1810913085938,-70.00885772705078,13.328633308410645,5193,0.0,0,6,0.04235595464706421,0.7109500169754028,155.92630004882812,0.159140482544899,1.4394307136535645,0.0607137456536293
3,607.298828125,-66.87886047363281,13.365937232971191,5295,0.0,0,6,0.023058414459228516,0.6172000169754028,155.92198181152344,0.22350549697875977,1.5457686185836792,0.062086768448352814
3,610.3958740234375,-63.55254364013672,13.411747932434082,5400,0.0,0,6,0.03451567888259888,0.5820499658584595,155.81954956054688,-0.47148460149765015,0.9348520040512085,0.06351174414157867
3,613.4013061523438,-60.141849517822266,13.428818702697754,5505,0.0,0,6,0.04428505897521973,0.6015499830245972,155.87222290039062,0.16016459465026855,1.678633213043213,0.064947210252285
3,616.2867431640625,-56.63289260864258,13.44473934173584,5610,0.0,0,6,0.11604827642440796,0.6991999745368958,155.77169799804688,-0.23567622900009155,1.2782739400863647,0.06638456881046295
3,618.9784545898438,-53.13558578491211,13.453335762023926,5712,0.0,0,6,0.06217557191848755,0.7695499658584595,155.7674560546875,0.18888528645038605,1.4998672008514404,0.06778770685195923
3,621.6214599609375,-49.4420051574707,13.468993186950684,5817,0.0,0,6,0.011642545461654663,0.8007999658584595,155.68283081054688,-0.27855581045150757,0.9886994361877441,0.06921479851007462
3,624.1657104492188,-45.674903869628906,13.459495544433594,5922,0.0,0,6,0.09334468841552734,0.8515499830245972,156.02813720703125,0.14286570250988007,1.6112290620803833,0.07064080983400345
3,626.5692749023438,-41.81093978881836,13.47158432006836,6027,0.0,0,6,-0.013386130332946777,0.8945499658584595,155.9938201904297,0.4903820753097534,1.6773412227630615,0.07207091152667999
3,628.75341796875,-37.96727752685547,13.520569801330566,6129,0.0,0,6,0.045061469078063965,0.8945499658584595,156.12367248535156,0.2616788446903229,1.6785372495651245,0.07344064116477966
3,630.7955322265625,-34.04388427734375,13.592350959777832,6231,0.0,0,6,0.03157651424407959,0.8945499658584595,156.1510772705078,0.5126986503601074,1.9184939861297607,0.07479511201381683
3,632.6808471679688,-30.044612884521484,13.698293685913086,6333,0.0,0,6,0.0045511722564697266,0.8945499658584595,156.05422973632812,-0.21780994534492493,1.0921149253845215,0.07614462822675705
3,634.5143432617188,-25.875782012939453,13.782638549804688,6438,0.0,0,6,0.14541152119636536,0.8945499658584595,156.3413543701172,-0.2260054051876068,1.1495742797851562,0.07752539217472076
3,636.2276000976562,-21.64566993713379,13.850020408630371,6543,0.0,0,6,0.07870852947235107,0.8945499658584595,156.55519104003906,0.15580153465270996,1.6358909606933594,0.0789026990532875
3,637.7333374023438,-17.47500228881836,13.940335273742676,6645,0.0,0,6,0.11488169431686401,0.9297000169754028,156.53927612304688,0.05105144903063774,1.4762202501296997,0.0802430585026741
3,639.1276245117188,-13.267680168151855,14.015316009521484,6747,0.0,0,6,-0.028307396918535233,0.9804499745368958,156.3668670654297,-1.0449790954589844,0.09374216198921204,0.08157562464475632
