time_ms,car_id,pos_x,pos_y,pos_z,velocity_x,velocity_y,velocity_z,gear,engine_rpm,normalized_spline_pos
0,0,-47.081642150878906,3.6013643741607666,809.5009155273438,-46.32822799682617,-0.5653887987136841,29.349605560302734,6,7704,0.00100319879129529
102,0,-52.52140426635742,3.53505802154541,812.9473876953125,-46.646053314208984,-0.6020824313163757,29.559871673583984,6,7767,0.0025969799607992172
204,0,-56.16831588745117,3.4836301803588867,815.2589111328125,-46.8498649597168,-0.7056608200073242,29.7006778717041,6,7820,0.0036681159399449825
308,0,-61.66905212402344,3.407457113265991,818.7473754882812,-47.171390533447266,-0.557089626789093,29.924406051635742,6,7835,0.005277435295283794
412,0,-67.20606994628906,3.3379170894622803,822.2611694335938,-47.474605560302734,-0.6555752158164978,30.1356201171875,6,7905,0.006895151920616627
515,0,-70.91726684570312,3.2884585857391357,824.6174926757812,-47.681304931640625,-0.5612843036651611,30.28260040283203,6,7919,0.00798067543655634
619,0,-76.5140151977539,3.2326741218566895,828.1732177734375,-47.94517135620117,-0.4908199608325958,30.46479034423828,1,7876,0.009991181083023548
732,0,-82.11591339111328,3.164693832397461,831.7333984375,-47.8487548828125,-0.6293715834617615,30.41783905029297,7,6500,0.011258129961788654
836,0,-87.72545623779297,3.093644142150879,835.3004150390625,-48.061336517333984,-0.5925751328468323,30.56760597229004,7,6631,0.012902176938951015
936,0,-91.48066711425781,3.046024799346924,837.6888427734375,-48.22050857543945,-0.6345033645629883,30.66984748840332,7,6660,0.01400053035467863
1041,0,-97.13751983642578,2.969536304473877,841.2860717773438,-48.46989822387695,-0.6642736792564392,30.816513061523438,7,6690,0.015656745061278343
1143,0,-100.92478942871094,2.9182229042053223,843.6936645507812,-48.633323669433594,-0.6333844661712646,30.91364860534668,7,6709,0.016766531392931938
1248,0,-106.6295166015625,2.85239315032959,847.3199462890625,-48.87319564819336,-0.5371371507644653,31.06865692138672,7,6743,0.01843574084341526
1363,0,-112.36195373535156,2.7839345932006836,850.9639282226562,-49.11518478393555,-0.6254236698150635,31.21493911743164,7,6775,0.02011098898947239
1460,0,-118.12312316894531,2.706735134124756,854.6243286132812,-49.36275863647461,-0.6764822006225586,31.34965705871582,7,6808,0.021798621863126755
1565,0,-121.98023986816406,2.65523624420166,857.0731201171875,-49.530147552490234,-0.6387873291969299,31.437074661254883,7,6826,0.02292841486632824
1668,0,-125.85018157958984,2.604792833328247,859.5291137695312,-49.690792083740234,-0.6784960627555847,31.52907371520996,7,6858,0.024059640243649483
1769,0,-133.62734985351562,2.4960434436798096,864.463134765625,-50.00700759887695,-0.6587173938751221,31.731821060180664,7,6890,0.026335224509239197
1872,0,-137.53392028808594,2.4447412490844727,866.9423828125,-50.15578079223633,-0.6605876088142395,31.836444854736328,7,6918,0.027477798983454704
1976,0,-143.4155731201172,2.3674840927124023,870.6773071289062,-50.37769317626953,-0.6622986197471619,32.00191116333008,7,6949,0.029201127588748932
2080,0,-149.32339477539062,2.2973227500915527,874.43115234375,-50.60397720336914,-0.556402862071991,32.162017822265625,7,6976,0.030927345156669617
2192,0,-153.2764434814453,2.252945899963379,876.9437255859375,-50.753719329833984,-0.5712723731994629,32.2598876953125,7,7000,0.03208300098776817
2284,0,-159.22901916503906,2.1848318576812744,880.72607421875,-50.98895263671875,-0.6597052812576294,32.39143371582031,7,7043,0.033829860389232635
2386,0,-163.21231079101562,2.1267170906066895,883.2562255859375,-51.142948150634766,-0.7925354838371277,32.48173141479492,7,7059,0.03499472513794899
2492,0,-169.2104034423828,2.038166046142578,887.065185546875,-51.37794876098633,-0.7500395774841309,32.62543869018555,7,7084,0.0367499440908432
2596,0,-175.2344512939453,1.9429914951324463,890.8912353515625,-51.59867477416992,-0.8092724680900574,32.77507019042969,7,7108,0.038512907922267914
2720,0,-179.2653045654297,1.8823521137237549,893.4517822265625,-51.749141693115234,-0.7767598032951355,32.87274169921875,7,7135,0.03969414904713631
2824,0,-187.3618927001953,1.745326280593872,898.5942993164062,-52.051082611083984,-0.8974613547325134,33.057464599609375,7,7170,0.04206395521759987
2940,0,-193.4634246826172,1.6458417177200317,902.4700927734375,-52.196311950683594,-0.831122875213623,33.163421630859375,7,7175,0.04385024681687355
3041,0,-197.528564453125,1.5834180116653442,905.053466796875,-51.9875373840332,-0.7803163528442383,33.041603088378906,7,7084,0.04503997042775154
3145,0,-201.56150817871094,1.5207525491714478,907.6172485351562,-51.37419891357422,-0.8247694969177246,32.66814041137695,7,6914,0.04622291773557663
3246,0,-207.47811889648438,1.4343745708465576,911.3821411132812,-49.73588562011719,-0.6394158005714417,31.67088508605957,1,7906,0.04795820638537407
3349,0,-211.3093719482422,1.383563756942749,913.8230590820312,-48.516239166259766,-0.6590710282325745,30.925939559936523,6,7658,0.04908242076635361
3460,0,-218.67971801757812,1.2871192693710327,918.5328979492188,-46.10599899291992,-0.6521403789520264,29.54970359802246,6,7356,0.051247574388980865
3567,0,-223.96473693847656,1.2119735479354858,921.93505859375,-44.29526138305664,-0.6434859037399292,28.668441772460938,6,7123,0.05280429497361183
3673,0,-229.0400390625,1.133147120475769,925.2433471679688,-42.48365783691406,-0.6925673484802246,27.911766052246094,6,6789,0.05430423095822334
3773,0,-232.3032684326172,1.0793845653533936,927.4036865234375,-41.238529205322266,-0.6848441362380981,27.516151428222656,6,6690,0.05527344346046448
3875,0,-235.4691162109375,1.0271074771881104,929.5352172851562,-40.00678634643555,-0.6812099814414978,27.15618133544922,6,6487,0.05621733143925667
3979,0,-240.03909301757812,0.9453614950180054,932.682373046875,-38.10020065307617,-0.6401758193969727,26.677074432373047,6,6311,0.05759096145629883
4081,0,-242.95999145507812,0.8986321091651917,934.755615234375,-36.85638427734375,-0.5862591862678528,26.490787506103516,6,6083,0.05847666412591934
4188,0,-248.5191650390625,0.7988882064819336,938.8545532226562,-34.44507598876953,-0.6051458120346069,26.129497528076172,6,5636,0.0601838193833828
4289,0,-249.8458251953125,0.7790094614028931,939.8723754882812,-33.654632568359375,-0.4099016785621643,26.090646743774414,6,5831,0.0605970062315464
4391,0,-254.92015075683594,0.722801148891449,943.940673828125,-31.67345428466797,-0.5806363224983215,25.992292404174805,1,5328,0.06219923868775368
4493,0,-257.34991455078125,0.6771838665008545,945.9566040039062,-30.582172393798828,-0.4681167006492615,25.768571853637695,1,7011,0.0629752054810524
4688,0,-263.1086120605469,0.5896391868591309,950.9954833984375,-28.46085548400879,-0.5410765409469604,25.699867248535156,5,6317,0.06485392898321152
4791,0,-266.3599548339844,0.5317696332931519,954.0059814453125,-27.12641716003418,-0.5342367887496948,25.80425262451172,5,6123,0.06593606621026993
4892,0,-269.443359375,0.4619119465351105,957.0328369140625,-25.59734535217285,-0.6357656717300415,26.01767349243164,5,5945,0.06698979437351227
4997,0,-272.3370056152344,0.3829200267791748,960.1055297851562,-23.881980895996094,-0.6858710050582886,26.54360008239746,5,5897,0.06800032407045364
5124,0,-275.03948974609375,0.2946666479110718,963.259521484375,-22.355085372924805,-0.7873502969741821,27.452831268310547,5,6035,0.06897083669900894
5226,0,-276.74432373046875,0.23220279812812805,965.4340209960938,-21.399633407592773,-0.8186619877815247,28.254817962646484,5,6003,0.06961455941200256
5344,0,-279.1657409667969,0.1271415799856186,968.80322265625,-19.953954696655273,-0.9086458086967468,29.345897674560547,5,5990,0.0705685243010521
5445,0,-281.4085998535156,0.02329692244529724,972.2985229492188,-18.42491912841797,-0.8753275871276855,30.345966339111328,5,5980,0.07150673866271973
5552,0,-283.4761962890625,-0.08158852159976959,975.896484375,-16.91415786743164,-0.9013100862503052,31.0748291015625,5,5869,0.07241871953010559
