car_id,pos_x,pos_y,pos_z,velocity_x,velocity_y,velocity_z,gear,engine_rpm,normalized_spline_pos
18,-26.36412811279297,-2.4532744884490967,52.5792350769043,11.205760955810547,0.37255433201789856,-43.442474365234375,6,5198,0.0004992104950360954
18,-25.285934448242188,-2.413486957550049,48.3985710144043,11.254328727722168,0.4199059307575226,-43.647125244140625,6,5226,0.0017589596100151539
18,-24.203340530395508,-2.383333444595337,44.19849395751953,11.295248031616211,0.15161804854869843,-43.84168243408203,6,5314,0.003027809550985694
18,-22.573328018188477,-2.3908753395080566,37.860618591308594,11.334779739379883,-0.06457018852233887,-44.17719650268555,6,5286,0.0049411095678806305
18,-21.484365463256836,-2.404416799545288,33.609039306640625,11.34979248046875,-0.28078365325927734,-44.378997802734375,6,5381,0.006221168674528599
18,-20.393529891967773,-2.443798542022705,29.337005615234375,11.373001098632812,-0.44094768166542053,-44.6153678894043,6,5336,0.007505638059228659
18,-19.300867080688477,-2.479489326477051,25.043210983276367,11.390912055969238,-0.244043231010437,-44.829429626464844,6,5360,0.008795581758022308
18,-18.206005096435547,-2.4845540523529053,20.729530334472656,11.421406745910645,0.10146140307188034,-45.0318603515625,6,5377,0.010092799551784992
18,-17.10720443725586,-2.472245931625366,16.396333694458008,11.470061302185059,0.10259564220905304,-45.234249114990234,6,5415,0.011419696733355522
18,-15.449502944946289,-2.470907211303711,9.860161781311035,11.551816940307617,-0.02853402867913246,-45.53893280029297,6,5444,0.013360322453081608
18,-14.337940216064453,-2.4723212718963623,5.47868537902832,11.603625297546387,-0.0032792952843010426,-45.7353630065918,6,5469,0.014675900340080261
18,-13.221515655517578,-2.4723000526428223,1.078333854675293,11.653331756591797,0.0009400681592524052,-45.93271255493164,6,5493,0.015998367220163345
18,-12.100417137145996,-2.472273349761963,-3.340996742248535,11.701066017150879,-0.0003449051873758435,-46.13038635253906,6,5516,0.01732422411441803
18,-10.974828720092773,-2.4722254276275635,-7.779261589050293,11.746747016906738,0.011557755060493946,-46.32715606689453,6,5539,0.018661126494407654
18,-9.845163345336914,-2.465761184692383,-12.236228942871094,11.78580379486084,0.1232769638299942,-46.52023696899414,6,5557,0.020000338554382324
18,-8.711750030517578,-2.452014446258545,-16.71175193786621,11.826583862304688,0.14208567142486572,-46.71296691894531,6,5585,0.02134513296186924
18,-7.003633499145508,-2.446432113647461,-23.45918083190918,11.899194717407227,-0.13639798760414124,-46.99342346191406,6,5650,0.023373106494545937
18,-5.858524799346924,-2.463700532913208,-27.98068618774414,11.953429222106934,-0.1661757230758667,-47.19297409057617,6,5638,0.024733174592256546
18,-4.1315836906433105,-2.478646993637085,-34.797237396240234,12.029396057128906,-0.05568750947713852,-47.474220275878906,6,5670,0.02678268775343895
18,-2.9742565155029297,-2.482548952102661,-39.36395263671875,12.081655502319336,-0.037231720983982086,-47.65831756591797,6,5697,0.028156518936157227
18,-1.8113226890563965,-2.4873647689819336,-43.948184967041016,12.145279884338379,-0.06295541673898697,-47.840023040771484,6,5719,0.029536060988903046
18,-0.6418585777282715,-2.497561454772949,-48.549686431884766,12.217615127563477,-0.18160705268383026,-48.01580047607422,6,5761,0.030920734629034996
18,0.5351418852806091,-2.5240015983581543,-53.168052673339844,12.30267333984375,-0.30996161699295044,-48.19752502441406,6,5759,0.03231169655919075
18,1.7203834056854248,-2.55083966255188,-57.80364990234375,12.386778831481934,-0.2460375726222992,-48.37215042114258,6,5777,0.033706944435834885
18,2.913510799407959,-2.560471534729004,-62.455528259277344,12.466257095336914,0.06408271938562393,-48.53532409667969,6,5789,0.03510723635554314
18,4.113765239715576,-2.5439507961273193,-67.123046875,12.53571891784668,0.2113218456506729,-48.70183181762695,6,5817,0.036512505263090134
18,5.925853252410889,-2.523473024368286,-74.15460968017578,12.629962921142578,0.11414395272731781,-48.95410919189453,6,5848,0.03862882778048515
18,6.532836437225342,-2.5165019035339355,-76.50653839111328,12.658852577209473,0.17506809532642365,-49.03642272949219,6,5853,0.03933648020029068
18,8.363394737243652,-2.4876487255096436,-83.58495330810547,12.772042274475098,0.18795417249202728,-49.26826858520508,6,5892,0.041466113179922104
18,9.594267845153809,-2.477773904800415,-88.32186126708984,12.868841171264648,-0.06297828257083893,-49.40177536010742,6,5984,0.04289332777261734
18,10.835983276367188,-2.5057199001312256,-93.07177734375,13.012080192565918,-0.3914119303226471,-49.561180114746094,6,5928,0.04432499036192894
18,12.093467712402344,-2.5377941131591797,-97.83618927001953,13.178366661071777,-0.26166725158691406,-49.69395065307617,6,5937,0.045763175934553146
18,13.36568832397461,-2.5570127964019775,-102.61353302001953,13.314760208129883,-0.1687701940536499,-49.83060073852539,6,5962,0.047204941511154175
18,15.294713973999023,-2.583561897277832,-109.80471801757812,13.470062255859375,-0.20007434487342834,-50.04436492919922,6,5994,0.04937709495425224
18,16.59256362915039,-2.6011250019073486,-114.61609649658203,13.564265251159668,-0.1613195687532425,-50.18803405761719,6,6009,0.050829578191041946
18,17.898887634277344,-2.615666389465332,-119.44127655029297,13.645466804504395,-0.1508406549692154,-50.33242416381836,6,6030,0.05228862911462784
18,19.871009826660156,-2.615349292755127,-126.70455932617188,13.736845016479492,0.38315659761428833,-50.53104019165039,6,6044,0.05448407679796219
18,20.53093147277832,-2.589787483215332,-129.13162231445312,13.758551597595215,0.6283514499664307,-50.59698486328125,6,6050,0.05521795153617859
18,22.5147647857666,-2.4985969066619873,-136.43389892578125,13.788222312927246,0.418974906206131,-50.821624755859375,6,6095,0.057422004640102386
18,23.83751106262207,-2.491786003112793,-141.31842041015625,13.764581680297852,-0.2214575856924057,-50.9656982421875,6,6200,0.058897677809000015
18,25.15329360961914,-2.514331102371216,-146.22256469726562,13.62889575958252,-0.16951249539852142,-51.181236267089844,6,6118,0.060377076268196106
18,26.450803756713867,-2.5204193592071533,-151.146240234375,13.400094985961914,0.019605526700615883,-51.39023971557617,6,6130,0.061861444264650345
18,27.72463035583496,-2.5166637897491455,-156.09011840820312,13.142695426940918,0.033861711621284485,-51.60051345825195,6,6158,0.06334890425205231
18,28.970945358276367,-2.5089211463928223,-161.05462646484375,12.822659492492676,0.1504923403263092,-51.82167053222656,6,6163,0.06484163552522659
18,31.37204360961914,-2.4766430854797363,-171.0459747314453,12.223236083984375,0.07341841608285904,-52.24260330200195,6,6212,0.06783400475978851
18,32.532535552978516,-2.4743266105651855,-176.0714111328125,11.979501724243164,-0.06143439561128616,-52.443809509277344,6,6211,0.06933533400297165
18,33.675296783447266,-2.5059735774993896,-181.11253356933594,11.83792781829834,-0.5754860639572144,-52.60246276855469,6,6299,0.07083985209465027
18,34.8014030456543,-2.559983015060425,-186.17352294921875,11.633241653442383,-0.43521425127983093,-52.81174850463867,6,6238,0.07234945148229599
18,36.47056579589844,-2.5843441486358643,-193.7954559326172,11.643640518188477,0.057846322655677795,-53.020137786865234,6,6269,0.07461909204721451
18,37.598670959472656,-2.5548489093780518,-198.88685607910156,11.843572616577148,0.5094216465950012,-52.99515914916992,6,6238,0.07613705098628998
18,38.73920822143555,-2.5077199935913086,-203.95249938964844,11.873912811279297,0.40077006816864014,-52.44527816772461,6,6022,0.07764886319637299
18,39.87278747558594,-2.487490177154541,-208.94178771972656,11.734903335571289,0.04267657548189163,-51.45825958251953,6,5482,0.07914260029792786
18,40.99070358276367,-2.486908197402954,-213.8094940185547,11.58324146270752,0.034593407064676285,-49.9466552734375,1,5551,0.08059614896774292
18,42.10123062133789,-2.481532335281372,-218.53536987304688,11.541193962097168,0.011109261773526669,-48.61362838745117,1,6383,0.08201230317354202
18,43.200469970703125,-2.4901692867279053,-223.1387481689453,11.351943016052246,-0.14227181673049927,-47.27005386352539,5,6406,0.08339299261569977
18,44.28498077392578,-2.502176523208618,-227.60081481933594,11.285928726196289,-0.10590043663978577,-45.73895263671875,5,6313,0.08473223447799683
18,45.375553131103516,-2.513101577758789,-231.9224395751953,11.443482398986816,-0.1347026824951172,-44.34968185424805,5,6180,0.08603235334157944
18,47.04209899902344,-2.5341906547546387,-238.1522979736328,11.74327564239502,-0.08481253683567047,-42.18167495727539,5,5985,0.08791468292474747
18,48.191650390625,-2.5239102840423584,-242.1248321533203,12.205618858337402,0.27711570262908936,-40.66516876220703,5,6008,0.08912313729524612
18,49.38433837890625,-2.4981961250305176,-245.96893310546875,12.611248970031738,0.19424502551555634,-39.499267578125,5,5825,0.09029755741357803
18,50.61552810668945,-2.4881083965301514,-249.70657348632812,13.04788875579834,0.053213395178318024,-38.38389587402344,5,5591,0.09144158661365509
18,52.557579040527344,-2.4764411449432373,-255.10739135742188,13.92630672454834,0.0860755518078804,-36.710689544677734,5,5432,0.09310926496982574
18,53.923954010009766,-2.475771427154541,-258.58636474609375,14.539799690246582,-0.06894591450691223,-35.790470123291016,5,5359,0.09419451653957367
18,55.35554122924805,-2.4869799613952637,-261.9747314453125,15.271636962890625,-0.15251001715660095,-34.835540771484375,5,5218,0.0952598974108696
18,56.86126708984375,-2.4987735748291016,-265.26434326171875,16.08124542236328,-0.08146427571773529,-33.719974517822266,5,5172,0.09630803763866425
