time_ms,car_id,pos_x,pos_y,pos_z,velocity_x,velocity_y,velocity_z,gear,engine_rpm,normalized_spline_pos
0,16,-168.9115447998047,10.126570701599121,435.17999267578125,17.985445022583008,0.7565966844558716,29.324037551879883,3,5704,0.0015888066263869405
102,16,-167.1204833984375,10.230866432189941,438.1003112792969,18.17500877380371,1.153196930885315,29.645442962646484,3,5964,0.002613901160657406
203,16,-165.30934143066406,10.32690715789795,441.0543518066406,18.434654235839844,0.8136362433433533,30.03852081298828,3,5916,0.003653785213828087
304,16,-163.4701385498047,10.406625747680664,444.04425048828125,18.713438034057617,0.8213232755661011,30.377788543701172,3,5969,0.004708786495029926
406,16,-161.60586547851562,10.493302345275879,447.0712890625,18.93236541748047,0.9693042635917664,30.75126075744629,3,6008,0.005774513352662325
506,16,-159.7243194580078,10.593235969543457,450.134765625,19.061077117919922,0.9733957052230835,31.135364532470703,3,6135,0.0068532442674040794
608,16,-157.83506774902344,10.681122779846191,453.23968505859375,19.089344024658203,0.8483276963233948,31.60422706604004,3,6157,0.007948433980345726
709,16,-155.9488067626953,10.764246940612793,456.3935546875,19.025869369506836,0.8329581022262573,32.092811584472656,3,6242,0.009052039124071598
810,16,-154.06680297851562,10.841733932495117,459.5953063964844,18.995180130004883,0.7585234045982361,32.57141876220703,3,6278,0.01016671396791935
910,16,-152.1853485107422,10.9187593460083,462.8419494628906,19.035287857055664,0.80037522315979,32.99072265625,3,6333,0.01130007766187191
1011,16,-149.66024780273438,11.027350425720215,467.2286682128906,19.230859756469727,0.8743599653244019,33.45256805419922,3,6397,0.012813963927328587
1112,16,-147.75152587890625,11.119342803955078,470.5582580566406,19.302343368530273,0.943314790725708,33.810630798339844,3,6490,0.013963684439659119
1213,16,-145.84323120117188,11.20856761932373,473.9275207519531,19.23002815246582,0.8649476170539856,34.25236511230469,1,6523,0.015130550600588322
1314,16,-143.95745849609375,11.29160213470459,477.3236083984375,18.881183624267578,0.8023070693016052,34.33872604370117,1,5998,0.01629841886460781
1415,16,-142.0978240966797,11.367745399475098,480.73773193359375,18.71358871459961,0.7462248802185059,34.663230895996094,4,5566,0.01746312901377678
1516,16,-140.25038146972656,11.441991806030273,484.1899108886719,18.624418258666992,0.7552051544189453,35.062068939208984,4,5624,0.018640056252479553
1617,16,-138.4075927734375,11.51867961883545,487.68035888671875,18.61614418029785,0.7823336720466614,35.43545913696289,4,5659,0.01982640102505684
1719,16,-136.56492614746094,11.594260215759277,491.2066955566406,18.605710983276367,0.6989216804504395,35.78695297241211,4,5776,0.021020229905843735
1821,16,-134.7249298095703,11.65357494354248,494.7713928222656,18.549362182617188,0.5474984645843506,36.21750259399414,4,5755,0.02222350798547268
1921,16,-132.89370727539062,11.71204662322998,498.37890625,18.453882217407227,0.6327088475227356,36.64680480957031,4,5797,0.02344016171991825
2022,16,-131.06878662109375,11.775995254516602,502.0270690917969,18.4317684173584,0.646442711353302,37.034820556640625,4,5860,0.02466602437198162
2124,16,-129.24118041992188,11.839396476745605,505.7115783691406,18.500051498413086,0.6369415521621704,37.38536834716797,4,5909,0.025900887325406075
2225,16,-127.4030990600586,11.901815414428711,509.4293212890625,18.63578224182129,0.6353098750114441,37.70570755004883,4,5948,0.027146782726049423
2326,16,-125.55082702636719,11.966031074523926,513.1779174804688,18.77690887451172,0.6525399088859558,38.01575469970703,4,6001,0.028400607407093048
2427,16,-123.6846923828125,12.030061721801758,516.9571533203125,18.922718048095703,0.6404860615730286,38.319984436035156,4,6046,0.029668787494301796
