lapTimeMs,pos_z,pos_y,pos_x,accg_z,lap,accg_x,accg_y,lapInvalidated,trackPosition,speedKmh,gas,gear,brake
12126,428.3797607421875,7.746381759643555,513.807861328125,-0.21639947593212128,3,-0.010889559984207153,-0.028087729588150978,0,0.27406740188598633,21.531234741210938,0.0,5,0.0
12243,428.8857116699219,7.749361038208008,513.3460693359375,-0.21409055590629578,3,0.010087952017784119,-0.03771321848034859,0,0.2744561433792114,20.69386100769043,0.0,5,0.0
12360,429.37176513671875,7.748408794403076,512.9021606445312,-0.1838686615228653,3,0.0067960768938064575,-0.031166555359959602,0,0.274804949760437,19.886188507080078,0.0,5,0.0
12474,429.827392578125,7.7442474365234375,512.4866943359375,-0.17693012952804565,3,0.00322597473859787,-0.012113160453736782,0,0.2751387357711792,19.126771926879883,0.0,5,0.0
12576,430.2203369140625,7.739412784576416,512.1285400390625,-0.1814325451850891,3,-0.001190781593322754,-0.006164017133414745,0,0.27543726563453674,18.465951919555664,0.0,5,0.0
12678,430.5996398925781,7.734081268310547,511.7825927734375,-0.185302734375,3,-0.000987716019153595,-0.006691413931548595,0,0.2757204473018646,17.83275604248047,0.0,5,0.0
12795,431.01849365234375,7.727944374084473,511.400146484375,-0.15748438239097595,3,0.008349940180778503,-0.0026270151138305664,0,0.27603238821029663,17.13600730895996,0.0,5,0.0
12912,431.4212951660156,7.7225871086120605,511.0329895019531,-0.15807631611824036,3,-0.005305685102939606,0.014328992925584316,0,0.27631163597106934,16.4660587310791,0.0,5,0.0
13029,431.80841064453125,7.719338893890381,510.68011474609375,-0.15575817227363586,3,0.009190410375595093,0.018290281295776367,0,0.2766125500202179,15.823254585266113,0.0,5,0.0
13146,432.1801452636719,7.718467712402344,510.3407287597656,-0.1473163366317749,3,-0.0023200437426567078,0.011222034692764282,0,0.2768797278404236,15.205038070678711,0.0,5,0.0
13263,432.5373840332031,7.7193193435668945,510.0145568847656,-0.14054511487483978,3,-0.004085518419742584,0.008233197964727879,0,0.2771633267402649,14.611021041870117,0.0,5,0.0
13377,432.8719482421875,7.721436977386475,509.7089538574219,-0.14528849720954895,3,-0.0035462528467178345,0.007579530589282513,0,0.27740007638931274,14.054880142211914,0.0,5,0.0
13479,433.160400390625,7.724117755889893,509.4453430175781,-0.12903770804405212,3,-0.009926527738571167,0.005073695909231901,0,0.2776065170764923,13.574586868286133,0.0,5,0.0
13596,433.4789733886719,7.727847576141357,509.1539001464844,-0.13450460135936737,3,0.0020925551652908325,0.0023161284625530243,0,0.2778473496437073,13.036808967590332,0.0,5,0.0
13713,433.78485107421875,7.731764316558838,508.8739013671875,-0.11148476600646973,3,0.007234662771224976,-0.0001554897171445191,0,0.278082013130188,12.52245044708252,0.0,5,0.0
